"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0x8cc9b832ec1acf643410990ee12c2b8847621bf12023587f39e6dbe405c00a17","5130421","1519219631","2/21/2018 1:27:11 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xf7945f6097beb140b16d46a5f1518fc01a202b49","3438756.3"
"0xad44cc7eef4a3602996a2072301c24f0adc78c5f43fdec6371456e6ab5c54c84","5131018","1519228203","2/21/2018 3:50:03 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xca73c65ac97373c7b1288b9dc183b6c9fb5f8219","11000500"
"0xc00ea4160752c2ad5162c26b2f969192d8d907d35e312ffe511bf3c1d65b5655","5131290","1519231962","2/21/2018 4:52:42 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x40c2015b62b8c80bfaa3d584b05dc3048ccaa950","2200100"
"0xc0dbce3a13502f8fa8cad53e65b6c9e49b82771ab8f2f37885063e564a99d65b","5131769","1519239070","2/21/2018 6:51:10 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xca73c65ac97373c7b1288b9dc183b6c9fb5f8219","4400200"
"0x4dae929028919e676c88ebce56a739f733276535a5b3eb57e39a7c692b413b9f","5131945","1519241760","2/21/2018 7:36:00 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x0f173be530c0764e86e2c125b6eafc57066eb4dc","2530115"
"0x4f28b73d60de8742450ba27cce7337c06f3f956eeb9370b8046e158d7cf1e3ef","5132032","1519242898","2/21/2018 7:54:58 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x0f173be530c0764e86e2c125b6eafc57066eb4dc","77003.5"
"0xa5eda037330c531e7cd6ba49a95fa6fd07fbb70bc81535a00a5cf2ba1fa6bea1","5132549","1519250393","2/21/2018 9:59:53 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x0f173be530c0764e86e2c125b6eafc57066eb4dc","215609.8"
"0xece2df0e80482b25e725b43ee3f592768c97a6adab323f9000beb58d98a7a840","5134958","1519285349","2/22/2018 7:42:29 AM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xc0bf25b8b2c601ab980bd37f534ee8577ab682b2","110005"
"0x349f1ccd118a0898993097b8970a887288bfd4922f2ee1f700912dea2e7687f7","5136729","1519311798","2/22/2018 3:03:18 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xf7945f6097beb140b16d46a5f1518fc01a202b49","990485.02"
"0xd25d022599bd689fd6026f8d375ca50515df19009d675b31799b435b1ee5074d","5138014","1519330764","2/22/2018 8:19:24 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xf7945f6097beb140b16d46a5f1518fc01a202b49","605467.52"
"0x764860b5213e8d18360a9e7a46da403e79105b7933fa118cc42e2f49c30e251b","5141873","1519387305","2/23/2018 12:01:45 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x4cb1939bd39504a875449e14c5067bc59eb6225c","44002"
"0xf2f91474b53c2067e3970b7abb29b5d8c222d4a61737f42e6907c03c6967019f","5142011","1519389243","2/23/2018 12:34:03 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x4cb1939bd39504a875449e14c5067bc59eb6225c","1100050"
"0x83b283a5a2cb3b4f0c637c953158a20d5451d00bcd07d7699c62c10e592af19c","5142168","1519391730","2/23/2018 1:15:30 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x70408d95185d2b47bf2d8b3572c4e11b1926540d","770035"
"0x78cf0e79b4d5416e323dff8374b3f4dcd35c18a917e4289c50da827b64b67cce","5142205","1519392336","2/23/2018 1:25:36 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xd46d9fe2d8f991913bd4f77536abba4598ea29a9","2200100"
"0x60627d041d077832b177f4cfaaf649434073a2c5f277a67b6c245445282f53a2","5143234","1519407791","2/23/2018 5:43:11 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x72437704f01c4bb7d65972d6dabf945b5dcbd5e6","1100050"
"0x4e074ec4005c5cf72950a5c5b63d4083eb790126d34f08e9b409bdd3a1f608ce","5143592","1519412899","2/23/2018 7:08:19 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x05d2cf849cfdd557e82b5625a15b09ec66bac960","2200100"
"0x2de72a0eb412d30efc903b28e93dae03cd40ec9b9d2c095969599e784f2749c4","5154075","1519566293","2/25/2018 1:44:53 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x028a87930a23bf0f2db57cda336a9ef3143592fa","440020"
"0xe5e6ca8d13bc223b0f1af4042a1324cb221b7ab3fb863586dabb9c9821185a2c","5154312","1519569714","2/25/2018 2:41:54 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xffc3d8f40bccff3ac466caeb4efba78bfd06b3a9","2200100"
"0x75af1360649bf471845ed938479350d39c926f594c64f9bba3c95c5de2a44ba3","5154882","1519578625","2/25/2018 5:10:25 PM","0xb6de2b196dc3bbce656d3352ac4ac536248e1787","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","1349900000"
"0x1a37ab37a431f78accd0dd4335db175f68436a50a5a9ffaa384ab69ab3f900a8","5154932","1519579486","2/25/2018 5:24:46 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x40c2015b62b8c80bfaa3d584b05dc3048ccaa950","2200100"
"0x8fccabfc84e431b6fec6da1ba5a291309c60986f873bfa9fa60071fe7681b590","5155921","1519593726","2/25/2018 9:22:06 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xbb5128f1093d1aa85f6d7d0cc20b8415e0104edd","330015"
"0xae65f1deb0b7123ee01177bdedcca2cd6bc46590239d8d297e138e484b7c3b60","5158798","1519637036","2/26/2018 9:23:56 AM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xc1c643701803eca8ddfa2017547e8441516be047","750000000"
"0xf8ac764569b6aaebbfb9b58c87252f903bddac896080d7d0ac714b4c84ff1093","5158866","1519637958","2/26/2018 9:39:18 AM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x26226cfab092c89ef3d79653d692cc1425a0b907","599900000"
"0x0414aa42d7898cf218f0d45b908f408131c43b3ace82b1a2299dd707d7fd4bd8","5159146","1519642290","2/26/2018 10:51:30 AM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x87d0fe7a8a32bed2018eb1c8ff58e8cc5bf75ac8","1647874.9"
"0x7652e8f19c4ea7cf87df32435f3524153bfc02118ca87fea1e3865254e96dd2b","5160493","1519662556","2/26/2018 4:29:16 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x1ac5b5e0c5ab70e60f4e8afbc177024ef04cf27f","330015"
"0xd7d2725e32d0c1aaef9234f8c4c820748b2a2cc70c15ff3fa7c9db8b35caada2","5160585","1519663880","2/26/2018 4:51:20 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x1ac5b5e0c5ab70e60f4e8afbc177024ef04cf27f","43671985"
"0x8745db76a50f9f2d3fabadce2c7796190608a6de2352fea7953124e8c61c9b28","5160939","1519669316","2/26/2018 6:21:56 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x01e575c7cecff5b2ac247500039ac42f4ed9c5b6","2200100"
"0xd8b327a6fa1b3389fe07aabb7c0c0a6ccf49972138f07a99486434460be9e99f","5161652","1519679629","2/26/2018 9:13:49 PM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xe7d98464d98fd303c826c0edc6e9d54a2f0f09a4","770035"
"0x660e5db8edaf02cf446064bde0cd50e6dec54a9cb793781751e8a1a44be2aa15","5162675","1519693983","2/27/2018 1:13:03 AM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0xe7d98464d98fd303c826c0edc6e9d54a2f0f09a4","330015"
"0xaff72e59297397aa7afa278ea25da45c42941af5c237614d1b0f6b6d09b57a2a","5164202","1519717493","2/27/2018 7:44:53 AM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x4cb1939bd39504a875449e14c5067bc59eb6225c","440020"
"0x8064ce948135fd6b81a2d65898c0738abf5869d146b1795b28c40f469c1a551d","5164487","1519721465","2/27/2018 8:51:05 AM","0x1ea128767610c944ff9a60e4a1cbd0c88773c17c","0x2657cafb39b331c4b16ecd929d875ded8a602f53","332215.1"
"0x562904d999dbd69d5af82b03865d88a558ded36d2c0938f1c757e12de9f8370b","5168015","1519772908","2/27/2018 11:08:28 PM","0xc1c643701803eca8ddfa2017547e8441516be047","0x321bb8ec6faea084b12ad27aee0538e7c121b78b","1838.7"
"0xbe942efe385f83f5667ebcbb6155d9a8f2f00a4963ab6affb0a5e8297a0186b5","5168046","1519773434","2/27/2018 11:17:14 PM","0xc1c643701803eca8ddfa2017547e8441516be047","0x21b935ee37451decacb2c329a867889a5f5c12ca","1313.4"
"0x8a89f67e33c472ed10df2f7f323a7c5f10f2b565e93d7dacb3d8c439627c104d","5170710","1519812069","2/28/2018 10:01:09 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x21b935ee37451decacb2c329a867889a5f5c12ca","1817.9"
"0x7cc40d0da4a2d934dba7c258a5b6aa0bd42a974cebd85f4d3a450022707886b4","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x973ef17e2cf093602cb8523b9f888a30efebabf6","90895"
"0x8a50bc719a2bfc4266272edd607e0a01675c0bb7f0df98a7ae6b68f169ca329d","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x643cc7adb3b90ccda92fa639166f51dd67d217a0","1817.9"
"0x84bd4a426a1d7c7a273526fdf7cefb3161afee5db92001a0f4247fffd10b47b3","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xeb7b88660bc48dd2cdd4d40e6ce37895154eaae0","1999.69"
"0x2e7bece814bb5f5b64ef34f107e687c6bc72c1d2acf9b402174128af2f57add6","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xc627120f151a809108a5d2f863591c603a6d4f86","10907.4"
"0x7bdceb3c28368de3d52d44d3967cfb9dfd78584c538af63e0613774a1678f070","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x2342c395853b267d60f74dc4409016f3eb024869","38175.9"
"0x9a8dc0ff7906675ab4217807a6fbf33ce4abcb213075d7cd545875508e5f0058","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xb07787daf2efcf8116fee132f7f695ae29ccba56","6544.44"
"0x399f7e73a6a80aefe85523336ac3a215dac505e229e8a2650d59fdd50640b246","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x2f8fc37d82c9b54b75303e58b8bd3f6d5665f726","18179"
"0x378f32d200b7632442b39946dd3e2c22af5aecfcb1b950cff6c73ca84079a1cf","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x45ea86314991692cc319f85959c8e27e2df8faac","36358"
"0x268e1c2fe270f03f154e2edf75ed11340590c8327f23d8924ba5b7bfb7e310ae","5170711","1519812085","2/28/2018 10:01:25 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x6654fb97df8acea272cf20fc08977a1fd8d598df","21814.8"
"0x824f5c7c049c08e389420b5ba630d471e3de326b4a5c71ead483d3ee3c144bc6","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x131eb8f2dda28034306c141f0ea75d0f7690927e","3635.8"
"0x5dac2a915b9077fa56be9dd3e8817b8dac940c00de022d26100b4232ccb84481","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x3d817b97741116f78bef4a1907794139dfc523fe","18179"
"0x7fb47438c9f7539d6c6042cf8c8b7d4faaac51fa3151857f8bfa7ac5268cacfb","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xb6f52eb1f1089020a2eca2837eeac03a88bd26e3","329948.85"
"0x68532dd71540d72a2ee1dedb994d196187ce6d4fd896c02ced74cba30a9536f6","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x42d8360cb41144e2b749ea93898bb5c682ff88e3","5962.712"
"0x74a20a8e88d536fb41a09b7ba37d36b3ee8ad121c0e8820390d8d9ed2b26ca95","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x0a0f42621aa67e4808ce57a725c6faa04908d388","36539.79"
"0x880d07ef9d963ca78a5a9b832019c4c26c6f4b895910789f4f74ff9e2e72b360","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xccbd1529fcae0fa9c495fb7dc917c8d976d9bb43","10907.4"
"0x878c5560cc52228654fbaeb1d175720715042f93703097f0cf7c2cf9cb5e0ec1","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x69ec3754bf03b673e72cb0156510a57c8ae12348","10907.4"
"0x991a6a1561a8bc49fad6db3dca565cde0f050d3cb8c500986b803e71fc1fc479","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x5f56336cac53ae1b81783d7031ed4c40eda0cd3f","72716"
"0x63c0f65f040b7861d3f875fd749e9028e00ad192431820d5e60ec6787bafff2c","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x41b820e6bacee3556d875fb0ac9132a9852448d4","19087.95"
"0x4016dcd56e27e6a3c668c51c508bb13ca1ecde2ed72807da62527bd74f96a6c0","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x3ac3ab155ce3b07a2d64a79eea91dc0f895dd0a3","3635.8"
"0x319408f1736fd09aa8dd53116cca591a03d700c0eeedc4bb35f1ba2cdc262f38","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x87f58e3524960485dc60063819a824a2833a8d80","437917.02143"
"0xb7bbf23a10d1b699d42ebc7ef0dec9de66782c369654ff4bb1abc16bd950cf84","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x95ad6a402bccd2f56a91d738a80d60e68e40fe93","90895"
"0x0870e39f69ebf5c358b5e2f3bde46f646cb6eb5499662233845d8b5f3c01cc76","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x6a3906319f2ba1a8dbd2010abb71881ffc0b372e","10278.99341812"
"0x2b101427d9c2fb12785df36523c259b9c98d51f55f11f2bd216b27a33c6481a6","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x433280894040779b84e9c093e680c89c9b26fedb","9453.08"
"0xf5bced70350174cd5ebfab603398e7f763b2159584a6f521e33a62f0aff1e3e7","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x6e99d8a2b6315850875cf3852a06f80ef311c06e","5453.7"
"0x0ed96fe38d9b2592e4dacaa4f6b339fe49390de11e996bb36220e5bd7da17d90","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xef548dcc1e591c6f5a1066c4821be6ea027107a8","81805.5"
"0x6a8ff144a50ef1f6169ec994f031fa59b475e2b07ddcb15e501de4ce6ff5e097","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x5e6e7f7c3db2916ed752695abfebebfdf90de460","3635.8"
"0xcc28a3e78616bf17e64a78eb0b62ccb4071cab35ff7bf9cdf70f69ff4c7df1ba","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x2d9a24f37bfb45bdbdc88534a91f1a5f174995d9","8670.06484071"
"0x565901b964fc7ce8d27bba26eb985984280905e5a94f2e35be8940014c8f206a","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x388283e999c6197a34795d0dd50bc5113afa08f1","7271.6"
"0x84393968bb0531115fe53a5147751d84a6414fe77e0e06512a41bcfac510b4e5","5170712","1519812124","2/28/2018 10:02:04 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x5fdf4e6e9faf653b646a77dc82bc779da65ee5fe","3635.8"
"0x5b880358093948d54d48fb3eed35a918cfcb06cc38af5ab772531ead1c9748e4","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xb3a82b6e21abf58b057077ff00130f292973a041","27268.5"
"0x04709fe0a53f400b6afd4b1e55e188c9292fb6bc814c65a9a1e0ace9cb74fa37","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xa4dfa37d6bf16849394315c1439b53e7f353b2ed","36358"
"0x9d2794de7252c0264f49201a3f72dcff7aebca07880b66545efca2c93321dc67","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xe0e4ff7ccd915c727a64ae9083754247006649ba","1817.9"
"0xedb4bbac778b5d966722ac6ad0635db90d831ae74b94f2b2c85aa8b16e987bc3","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x004b798f4733096885f02080911593cb287ce0e6","2726.85"
"0x28c055f6c8dbd4815d8acfd8186cb0eb23241c19d7f51a6aad4377c3c8a25ac0","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x76798fac9e8e993c3b1fb4569be80eb32168f4af","63626.5"
"0x84863c97f3749730a5cf5521a0b74d27e53c39fb148b5caf8c4cdad23a5c7147","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x4b61fc4473d71734f4530a9d42335f649f2f32ca","20905.85"
"0xbbc5f2901c5ad6f24b3c0607d72191e57b1a47981426d5eaccc27944ad196d7c","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x26eda2b925dc43bd392079847d3f55add9ed16aa","89077.1"
"0x19aaeb276e1af0681ad723194aae26f17817330630a29d337a82912f85bac149","5170713","1519812148","2/28/2018 10:02:28 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x0b97584457c68c8be2577b72378404bd04604df8","90895"
"0x2269ae6f309dac044c1cf2773d702cf2690fde4118c7497632382fb515c94d47","5170714","1519812159","2/28/2018 10:02:39 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x75616c6f9120cadd1e9b31a8ee1442c654fdf155","90895"
"0xa843633b0e030781044394f6bf77d4092c7c5dfa9cd3de7af3a9321175499025","5170714","1519812159","2/28/2018 10:02:39 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xdbe60296ac7fdcf3c41eb568dfc959fc20ff3fc4","3635.8"
"0x6c98e53f59fafba22700dce2f612dffb0b8164516da092ff2ccb5d6a45514f07","5170714","1519812159","2/28/2018 10:02:39 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0xa5d0664bb142ae42ebd3820da03ab3eb2c8a5ed3","2726.85"
"0x3fbc5d291dfa4900100a7c011b33d8a45109f9dd6369fe62e7dac1a2c57aa79e","5170714","1519812159","2/28/2018 10:02:39 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x0ee9248e2ff32c91aea9d861034c89339de670d8","36358"
"0x5d657fb5b1b83ca1da45b9e6a93e0e62874d32c9e6f03ad28a959644f546b09b","5170714","1519812159","2/28/2018 10:02:39 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x2ff81f4c044445d3bf090bef1a77acfcf0a1b594","18179"
"0x3843c9c5d299d45d31b70179313820dad75d54ca84db12e28468d68c68e820ee","5170714","1519812159","2/28/2018 10:02:39 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x7abedc1415aeaf795995cbbf345e9dfb94505c85","2181.48"
"0x2147f71db6a2443fcf4c99a947bea63ee5061e84030f8fd37976a0330c21cc32","5170714","1519812159","2/28/2018 10:02:39 AM","0xc1c643701803eca8ddfa2017547e8441516be047","0x607633ef6b63de4cd85d8b6ca7490de81620fa20","3635.8"
